Variable,IMF,Mean,Std,Energy,Energy_Ratio,RMS,Max_Amplitude,Zero_Crossings,Zero_Crossing_Rate,ZC_Period_Points,ZC_Period_Hours,FFT_Period_Hours,Persistence,Interpretation
obs_wind_speed_10m,1,-0.002250141140564662,0.361452708701916,6835.379475914342,0.35408559205403195,0.3614597125034885,4.396320231254286,30495,0.5828889271173806,3.431185440236104,0.857796360059026,1.322204811969268,-0.16290453728775411,High-frequency noise/turbulence
obs_wind_speed_10m,2,-0.0007751025462565614,0.4127696010800847,8913.736158870057,0.46174840129190353,0.4127703288267816,4.07438682810157,11287,0.21574249287994343,9.270310977230443,2.3175777443076107,3.31876427302715,0.8293812196180743,High-frequency noise/turbulence
obs_wind_speed_10m,3,0.004034649999834647,0.6470488470923013,21904.525675042005,1.1346958818657968,0.6470614259280933,4.910577239546199,4223,0.08071946021369727,24.777172626095194,6.194293156523798,11.999311926605502,0.9756398594070897,Sub-daily patterns/local effects
obs_wind_speed_10m,4,-0.021157177184335203,1.0824857864247746,61327.196129774464,3.176864814476184,1.0826925251233945,5.603456697652621,1595,0.030487222126650993,65.6012539184953,16.400313479623826,23.998623853211004,0.9967244382890293,Diurnal and semi-diurnal cycles
obs_wind_speed_10m,5,-0.011769375970554522,1.11140997675887,64630.88653931821,3.3480022295602305,1.1114722914449502,5.110180249663178,651,0.012443374046676989,160.72811059907835,40.18202764976959,50.30480769230769,0.9993774262427382,Multi-day weather patterns
obs_wind_speed_10m,6,-0.006927938235734663,1.0116744232776762,53548.18302601413,2.7738972147771777,1.0116981442319726,3.935341631112469,260,0.0049697039203318236,402.4384615384615,100.60961538461538,113.73260869565216,0.999888237152359,Multi-day weather patterns
obs_wind_speed_10m,7,0.003942725403940077,0.7774473193965813,31622.481176876136,1.6381043670196351,0.7774573168480318,3.1493940199212176,112,0.00214079553491217,934.2321428571429,233.55803571428572,221.6822033898305,0.9999773831024057,Weekly to monthly cycles
obs_wind_speed_10m,8,0.001475570018125807,0.505624811165887,13375.292387368267,0.6928654569311331,0.5056269642467827,1.4054465417694884,52,0.0009939407840663646,2012.1923076923076,503.0480769230769,523.17,0.9999956614009936,Weekly to monthly cycles
obs_wind_speed_10m,9,0.01035065231711887,0.40302928772570307,8503.591722397507,0.44050214332952115,0.4031621792381788,0.9615262675129393,20,0.0003822849169486018,5231.7,1307.925,1634.9062499999998,0.9999994557070193,Seasonal patterns
obs_wind_speed_10m,10,-0.004004337397513623,0.22089014579753805,2553.513835598857,0.1322768489272846,0.22092643850035407,0.48635060382205864,8,0.00015291396677944073,13079.25,3269.8125,4359.75,0.9999999072661545,Seasonal patterns
obs_wind_speed_10m,11,-0.01048318870617389,0.12541497553634257,828.6391972069453,0.04292507852359591,0.12585234735288275,0.3014826444368327,5,9.557122923715044e-05,20926.8,5231.7,6539.624999999999,0.999999977092551,Seasonal patterns
obs_wind_speed_10m,12,5.625570383440605,0.11646869681259729,1656387.9814613806,85.80403197124352,5.626775906003481,5.779623769251865,0,0.0,inf,inf,13079.249999999998,0.9999999936979308,Long-term trends/climate patterns
obs_wind_speed_70m,1,-0.0003956344833785918,0.4398815553783103,10123.127055766181,0.36663358715732103,0.43988173329735564,3.5890830085563925,30810,0.5889099145593211,3.3961051606621226,0.8490262901655307,1.1238400068740333,-0.20870152033428405,High-frequency noise/turbulence
obs_wind_speed_70m,2,0.001478196122674528,0.5180903939432873,14042.920840435703,0.5085984215680245,0.5180925027059238,7.432812771370572,11180,0.2136972685742684,9.359033989266548,2.339758497316637,2.6583841463414632,0.8299439331498649,High-frequency noise/turbulence
obs_wind_speed_70m,3,0.006603379072162882,0.803854776753841,33808.611225539054,1.2244608155309276,0.8038818984932663,6.127580997075695,4151,0.0793432345126823,25.206938087207902,6.301734521801976,8.570937090432503,0.9759681995845453,Sub-daily patterns/local effects
obs_wind_speed_70m,4,-0.010620887666683732,1.2106879015855625,76690.33923708626,2.7775265508288824,1.2107344871194843,6.971016434665801,1589,0.030372536651566414,65.84896161107615,16.462240402769037,23.998623853211004,0.9965211035658172,Diurnal and semi-diurnal cycles
obs_wind_speed_70m,5,-0.0015041861999594828,1.3938757090018379,101646.26793176473,3.6813660075272536,1.3938765206149002,6.047678474938252,654,0.012500716784219278,159.9908256880734,39.99770642201835,50.30480769230769,0.9993927949687266,Multi-day weather patterns
obs_wind_speed_70m,6,0.0007053290978621888,1.1648186502690454,70983.86179259901,2.5708526363379067,1.1648188638169186,3.9566965396713343,258,0.004931475428636963,405.5581395348837,101.38953488372093,122.23598130841121,0.9998948337889856,Multi-day weather patterns
obs_wind_speed_70m,7,0.004499406962376299,0.8183375278784976,35036.51462594035,1.268932313902112,0.8183498971694833,2.9200508078599503,110,0.00210256704321731,951.2181818181818,237.80454545454546,297.25568181818176,0.9999802389378057,Weekly to monthly cycles
obs_wind_speed_70m,8,-0.0069053218798287115,0.5558120512560214,16164.630415341857,0.5854412773445692,0.5558549449197068,1.9126367499167511,47,0.0008983695548292142,2226.255319148936,556.563829787234,568.6630434782609,0.9999965541493521,Weekly to monthly cycles
obs_wind_speed_70m,9,0.02184509437591339,0.35191492605792546,6504.118672689497,0.23556242523961687,0.3525922905150476,1.0699890501998872,19,0.0003631706711011717,5507.0526315789475,1376.7631578947369,1868.4642857142856,0.9999994875742889,Seasonal patterns
obs_wind_speed_70m,10,-0.0010560509258899682,0.1813794840813051,1721.2100729353042,0.062337795408004264,0.18138255839291298,0.3627221898835334,5,9.557122923715044e-05,20926.8,5231.7,4359.75,0.9999998924097369,Seasonal patterns
obs_wind_speed_70m,11,-0.025039019921817618,0.18004215463018614,1728.6651132494226,0.06260779776574517,0.1817749431646866,0.4394895249698722,5,9.557122923715044e-05,20926.8,5231.7,4359.75,0.999999979524903,Seasonal patterns
obs_wind_speed_70m,12,6.7616738163471,0.11618666096288614,2392651.664308721,86.65568037138964,6.762671967414926,6.902783086914016,0,0.0,inf,inf,13079.249999999998,0.9999999959653011,Long-term trends/climate patterns
power,1,0.00640257706189931,3.973792099845683,826141.1290737428,0.405893836025809,3.973797257761019,78.02698928643544,29508,0.5640231664659671,3.5459536396909312,0.8864884099227328,1.0747124075595726,-0.0013121970121102824,High-frequency noise/turbulence
power,2,-0.04942384310008557,5.855745768554285,1794065.0913422664,0.8814474142224983,5.8559543391498705,61.398968633100836,11415,0.21818911634841448,9.166360052562418,2.2915900131406044,3.2903773584905656,0.8480228961860423,High-frequency noise/turbulence
power,3,-0.15946959789652573,10.155495912483845,5396997.014925345,2.651614529667546,10.15674789394368,77.91850101350116,4001,0.07647609763556779,26.151962009497627,6.537990502374407,8.004436964504285,0.9784521986738515,Sub-daily patterns/local effects
power,4,-0.6690065071073126,16.342518762446417,13996131.018866953,6.876480432752587,16.356206443043728,77.48433970060805,1589,0.030372536651566414,65.84896161107615,16.462240402769037,23.998623853211004,0.9964676298792736,Diurnal and semi-diurnal cycles
power,5,-0.4690350058421117,20.832390161361445,22716484.717092507,11.160903141549444,20.837669583518558,93.09574440702974,647,0.012366917063287268,161.72179289026275,40.43044822256569,50.30480769230769,0.9993929393246008,Multi-day weather patterns
power,6,-0.4153270050975501,18.57952936207816,18068795.94383385,8.877433455265791,18.58417089454054,57.451239053414625,260,0.0049697039203318236,402.4384615384615,100.60961538461538,122.23598130841121,0.999887799341334,Multi-day weather patterns
power,7,-0.08061637115413328,14.159816844884219,10489920.119287524,5.15383360902961,14.16004633043144,44.932698800221814,116,0.0022172525183018904,902.0172413793103,225.5043103448276,326.98125,0.999979788347147,Weekly to monthly cycles
power,8,0.18107581621332258,8.98322979258161,4223614.502080786,2.075116504689579,8.985054588456498,32.5786678621848,49,0.0009365980465240744,2135.387755102041,533.8469387755102,544.96875,0.9999953105995576,Weekly to monthly cycles
power,9,-0.08055305802552042,6.386216558990468,2134023.547623542,1.0484734065782213,6.386724570034417,15.827839960044637,18,0.0003440564252537416,5813.0,1453.25,1453.2499999999998,0.9999993470655578,Seasonal patterns
power,10,0.3465542225587905,5.1598165941842655,1399155.756824607,0.6874233437232019,5.1714414929294765,14.038405250206178,7,0.00013379972093201063,14947.714285714286,3736.9285714285716,3269.8124999999995,0.9999998616950367,Seasonal patterns
power,11,-0.5300571247523294,2.259487946112208,281792.24946252594,0.13844818163807554,2.3208288032784905,5.463346829286711,5,9.557122923715044e-05,20926.8,5231.7,6539.624999999999,0.9999999759971955,Seasonal patterns
power,12,48.226751386646384,3.180559094849609,122209137.8394244,60.04293214485763,48.331516689063555,52.158996906169484,0,0.0,inf,inf,13079.249999999998,0.9999999959173247,Long-term trends/climate patterns
