Variable,IMF,Mean,Std,Energy,Energy_Ratio,RMS,Max_Amplitude,Zero_Crossings,Zero_Crossing_Rate,Dominant_Period_Hours,Persistence
obs_wind_speed_10m,1,-0.0003185339717183781,0.12086416145562366,764.2596576849138,0.15944751734547166,0.12086458119838998,1.2747317187491927,32336,0.6180782537224994,0.8089590549233053,-0.2835815902457589
obs_wind_speed_10m,2,-0.0004122653702503196,0.12247009240124296,784.7075744043088,0.16371356687852012,0.12247078629413832,1.6710770744995633,14058,0.2687080681231722,1.8607554417413572,0.7316003740864893
obs_wind_speed_10m,3,-0.0004718428303075198,0.17697765062744475,1638.6370515098063,0.341868901578553,0.17697827962003249,2.6327573220240077,6173,0.11799223961618595,4.237566823262595,0.9476931866125837
obs_wind_speed_10m,4,0.011472155507080998,0.38848613790276076,7902.64449355142,1.6487289788101416,0.38865548972654623,14.533959338337132,2702,0.0516466922797561,9.681162102146558,0.9952229234357455
obs_wind_speed_10m,5,-0.0406082119722091,0.6993057939516796,25670.781063012248,5.3556958916493755,0.7004838473041108,21.623551556409428,1208,0.023090008983695547,21.654387417218544,0.9993196148343888
obs_wind_speed_10m,6,-0.03105409041794419,0.4914562059731946,12686.535522083188,2.6467923203467967,0.4924363501217725,5.981388785491212,581,0.011105376837356882,45.02323580034423,0.9996555398676374
obs_wind_speed_10m,7,0.06189988634141729,1.020374856129004,54671.078905781964,11.406028977810054,1.0222506752012275,20.69411759620148,277,0.0052946460997381345,94.43501805054152,0.9999815149891665
obs_wind_speed_10m,8,-0.2641114198254182,1.4567616274249744,114674.1178655898,23.92446495584693,1.4805098044998075,14.799703046875507,129,0.0024657377143184815,202.77906976744185,0.9999973190085196
obs_wind_speed_10m,9,0.24580400582278897,1.4712481494904996,116404.8398465535,24.28554553926518,1.4916402805830065,7.9590597362976085,57,0.0010895120133035151,458.92105263157896,0.9999997971690333
obs_wind_speed_10m,10,0.16804591413299874,1.5392138180213089,125425.74925428526,26.167578163646144,1.5483599732764115,10.224949016969209,25,0.0004778561461857522,1046.34,0.9999998735278982
obs_wind_speed_10m,11,-0.15029267775085423,0.5785622815331235,18694.025673337117,3.900135186822842,0.5977643370077672,2.6253605345762914,9,0.0001720282126268708,2906.5,0.9999999486588175
obs_wind_speed_70m,1,-3.606288540894697e-05,0.12666959702965458,839.4361064652758,0.13000947321756046,0.1266696021632135,1.2541255022822846,32603,0.6231817573637632,0.8023341410299666,-0.32944871829307143
obs_wind_speed_70m,2,0.00028794941587851903,0.13107345837767753,898.8235551161315,0.13920723211233116,0.13107377466888967,2.0648809830885644,13863,0.2649807901829233,1.8869292360960832,0.7315964158356979
obs_wind_speed_70m,3,-0.004225894402725636,0.25653704758686113,3443.9818077853784,0.5333940929541852,0.25657185147261663,8.591973583962801,6123,0.11703652732381443,4.272170504654581,0.9705516917253361
obs_wind_speed_70m,4,-0.0015164921679382505,0.28250453822168425,4175.478044040805,0.646686146516966,0.2825086084782948,5.728337539011108,2672,0.0510732649043332,9.789857784431138,0.9903624747197335
obs_wind_speed_70m,5,-0.00343578367299409,0.6145777051067081,19761.049598222027,3.0605350767065262,0.6145873088696799,21.529640172070582,1195,0.022841523787678956,21.889958158995817,0.9989787534137584
obs_wind_speed_70m,6,-0.034602562631048155,0.6297743108299327,20812.383763256774,3.22336271768964,0.6307242027399553,8.66201007987957,576,0.011009805608119731,45.4140625,0.9997756641150798
obs_wind_speed_70m,7,0.08933146149400024,1.5555204332330244,127006.00105258686,19.670327693962236,1.558083415038524,26.10633728762585,267,0.005103503641263834,97.97191011235955,0.9999905462656059
obs_wind_speed_70m,8,0.20679719702254823,1.3757266277409383,101253.7376792216,15.681890492435228,1.391182531148173,11.392425630257378,144,0.0027524514020299327,181.65625,0.9999980470012155
obs_wind_speed_70m,9,-0.06412177447805373,2.360142590387012,291635.0816775963,45.16761079091482,2.36101347919086,21.991823549248423,69,0.0013188829634726762,379.10869565217394,0.9999993914679314
obs_wind_speed_70m,10,-0.3460705732454184,1.0834793844219697,67682.10623950721,10.482411836566966,1.1374060040872929,9.522333219570834,30,0.0005734273754229027,871.95,0.9999998032625523
obs_wind_speed_70m,11,0.16093628717078526,0.36078581400739695,8164.9515949006545,1.2645644469235435,0.3950530244376032,1.8081385268563368,6,0.00011468547508458054,4359.75,0.9999998220487163
power,1,0.00020520675038891562,0.07395640918373457,286.1526744408684,0.025296374362928396,0.07395669387663556,1.4225254117415564,31139,0.5951985014431256,0.8400558784803622,-0.14599079092122985
power,2,-0.00037767254644177135,0.09762707432359025,498.6431771158587,0.044080889708578784,0.09762780483825367,1.0289726300494424,14199,0.27140317678765985,1.8422776251848723,0.7543888547708603
power,3,-0.002031960620661968,0.15525582370260202,1261.284376583382,0.1114996455319139,0.15526912010292762,2.5790920864049633,6075,0.11611904352313779,4.3059259259259255,0.9527528902945903
power,4,-0.004584134989982578,0.254797023650953,3397.5987372644486,0.3003534031642072,0.2548382576360753,2.394597583470231,2618,0.05004109562857197,9.991787624140565,0.9908933278892319
power,5,-0.03589901507439919,0.7230766920783229,27420.838158818122,2.4240478924968887,0.7239672933981491,23.287427596150597,1238,0.02366343635911845,21.129644588045235,0.9995020772512987
power,6,-0.05313455034117072,0.6299701678671975,20910.356392445436,1.8485104303117668,0.6322070015766856,11.63525223589602,589,0.011258290804136322,44.411714770797964,0.9997478493167636
power,7,-0.040605021163335524,0.8789409165357215,40503.08386131897,3.5805402630291723,0.8798783452866248,13.324942582710914,287,0.005485788558212436,91.14459930313589,0.9999777854641339
power,8,0.42569735454993785,2.5226921024179427,342424.8978231427,30.27093289778667,2.558357614031447,28.077910490080647,135,0.002580423189403062,193.76666666666668,0.9999993702816281
power,9,-0.7795737713664975,3.2061084852061854,569568.2147657124,50.350781498341654,3.299525251292023,24.378805167902485,69,0.0013188829634726762,379.10869565217394,0.9999998955489825
power,10,0.5221783523614691,1.1943503202540315,88894.06010199961,7.858383387031798,1.3035117641071932,6.716180509553489,30,0.0005734273754229027,871.95,0.9999998610012028
power,11,-0.03199261299021589,0.8293144508589169,36035.21641331069,3.1855733182344137,0.8299313138383011,4.048623833019971,9,0.0001720282126268708,2906.5,0.9999999567298273
